Record_ID,Name,Name_Variant,Company_Name,Company_Name_Variant,Match_Label,full_ratio,partial_ratio,token_sort_ratio,token_set_ratio,trigram
5252,Christine Hudson,Mr. Sean Cox,Clark-Porter,Rodriguez-Scott,Completely Different,14,20,30,30,0.036
5253,Joseph Garcia,Christopher Reed,Harrison-Turner,"Payne, Carlson and Henderson",Completely Different,28,33,34,34,0.0
5254,John Schmidt,Andrew Stanley,Rodriguez-Walker,"Johnson, Clark and Wright",Completely Different,31,33,31,31,0.037
5255,Robert Gutierrez,Karla Dunn,"Kramer, Duncan and Smith","Hutchinson, Thompson and Ruiz",Completely Different,23,30,15,15,0.0
5256,Jennifer Miller,Jamie Wilson,"Tanner, Newman and Jones",Russell PLC,Completely Different,37,50,30,30,0.037
5257,Kenneth Nielsen,Marcus Cooper,Fitzpatrick PLC,Turner-Daniels,Completely Different,7,19,21,21,0.0
5258,Hannah Williams,Ann Flynn,"Torres, Clark and Sawyer",Downs and Sons,Completely Different,33,44,42,42,0.042
5259,Madison Thomas,Sarah Reed,Carpenter-Collier,Guzman-Mcintyre,Completely Different,17,20,17,17,0.0
5260,Joshua Myers,Annette Williams,"Farley, Ortiz and Elliott",Ramos-Griffin,Completely Different,7,13,7,7,0.0
5261,Michael Bradley,Jacob Jackson,Burgess-Salazar,Jones-House,Completely Different,14,24,7,7,0.0
5262,Amy Pittman,Joanne Silva,Maldonado-Johnson,Hall-Garcia,Completely Different,17,18,17,17,0.0
5263,Timothy Moore,Mary Hayes,Levy PLC,Rivera-Jackson,Completely Different,26,32,26,26,0.042
5264,Tyrone Rollins,Danielle Cunningham,"Stewart, Hayes and White",Cox-Booth,Completely Different,30,36,18,18,0.0
5265,Ryan Hicks,David Sims,Boyd-Hansen,"Carr, Rodriguez and Gonzales",Completely Different,40,42,20,20,0.0
5266,Gregory James,David Smith,"Callahan, Forbes and Hoover",Lee LLC,Completely Different,17,25,17,17,0.0
5267,Amanda Crawford,Eric Patel,Hawkins-Jenkins,"Robles, Kramer and Solomon",Completely Different,8,22,8,8,0.0
5268,Tracy Ramsey,Patricia Davis,Douglas-Price,Miller and Sons,Completely Different,38,43,46,46,0.0
5269,Henry Winters,John Pierce,Mullins-Hendricks,"Williams, Mosley and Scott",Completely Different,42,45,50,50,0.0
5270,Marco Cortez,Savannah Holmes,Nichols Ltd,"Hernandez, Hodges and Carr",Completely Different,22,29,30,30,0.0
5271,Sandra Kelley,Richard Phillips,"Simmons, Cooper and Green",Guzman-Wilson,Completely Different,34,38,34,34,0.0
5272,Jamie Hatfield,Robert Barnes,Cook-Bean,Walker-Solomon,Completely Different,15,25,15,15,0.0
5273,Mallory Santana,Kevin Lopez,"Roberson, Lewis and Green",Martinez-Nichols,Completely Different,8,10,15,15,0.0
5274,Nicole Sutton,Stephanie Porter,Costa-Garza,"Perez, Mejia and Bradley",Completely Different,28,35,21,21,0.033
5275,Debbie Jennings,Lori Jackson,Allen-Dennis,Ochoa Group,Completely Different,30,33,7,7,0.036
5276,Victoria Aguirre,Melanie Hicks,"Smith, Sawyer and Barnes",Snyder-Garcia,Completely Different,14,15,21,21,0.0
5277,Daniel Fowler,Rebecca Griffin,Gallagher-Ryan,Villanueva Inc,Completely Different,14,17,7,7,0.0
5278,Mark Smith,Kim Anderson,Peters-Cherry,Perez Inc,Completely Different,9,12,9,9,0.0
5279,Shannon Cruz,Olivia Hill,Potter-West,Pratt PLC,Completely Different,17,18,17,17,0.0
5280,Sharon Barton,Raymond Alvarez,Proctor LLC,Beltran-Winters,Completely Different,14,21,29,29,0.0
5281,Alexander Banks,Joseph Fischer,Davis and Sons,Phillips-Kelly,Completely Different,21,21,28,28,0.033
5282,Jennifer Solomon,Kerri Calhoun,Lopez PLC,Olsen LLC,Completely Different,34,50,21,21,0.0
5283,Benjamin Gray,Joshua Fisher,Roberson Group,"Larsen, Smith and Anderson",Completely Different,15,25,23,23,0.0
5284,Christopher Galloway,Jerry Johnson,Burke Inc,"Lyons, Kelley and Gibbs",Completely Different,24,24,24,24,0.0
5285,Mark Salazar,Monica Rodriguez,Fitzgerald PLC,Maxwell-Howard,Completely Different,29,25,29,29,0.034
5286,Gregory Taylor,Dr. Tina Roberts,"Harris, Rivera and Ramirez",Carter-Vaughan,Completely Different,40,43,41,41,0.033
5287,Robert Moon,Justin Haney,Medina Ltd,"Thomas, Knox and Wilson",Completely Different,9,12,26,26,0.0
5288,Brittany Mcpherson,Tiffany Torres,Humphrey-Phillips,Smith-White,Completely Different,44,43,44,44,0.065
5289,Cynthia Hall,Nicole Vasquez,"Green, Torres and Martin",Casey PLC,Completely Different,15,17,15,15,0.0
5290,Ana Garcia,Mark Delacruz,"Christensen, Lewis and Larsen",Moore-Roberts,Completely Different,26,30,35,35,0.0
5291,Douglas Morgan,Courtney Nguyen,George-Little,"Lee, Floyd and Rodriguez",Completely Different,28,29,28,28,0.0
5292,Joshua Hoffman,James Bryant,"Allen, Jordan and Reid","Evans, Contreras and Schmidt",Completely Different,38,36,38,38,0.037
5293,Joseph Cortez,Amanda Mack,"Hicks, Serrano and Woodard",Turner and Sons,Completely Different,8,9,8,8,0.0
5294,Taylor Aguilar,Alan Hughes,"Holmes, Franco and Davis",Robinson Ltd,Completely Different,24,33,32,32,0.038
5295,Sandy Watson,Jennifer Oliver,Barker LLC,Lin Ltd,Completely Different,15,17,22,22,0.0
5296,Susan Miranda,Jessica Hoffman,Anderson-Preston,"Ramos, Simpson and Fritz",Completely Different,21,23,29,29,0.034
5297,Benjamin Rodriguez,Joshua Lewis,"Graham, Russo and Fox","Wilkinson, Daniels and Mason",Completely Different,13,29,13,13,0.0
5298,Melissa Anderson,Jesse Ochoa,Byrd-Smith,Young-Walls,Completely Different,30,36,30,30,0.0
5299,Edward Shea,Matthew Woods,Livingston Group,Anthony-Barber,Completely Different,25,27,25,25,0.0
5300,Taylor Mendez,Tyler Young,"Harvey, Wolf and Hensley","Miller, Mercado and Huffman",Completely Different,50,55,33,33,0.04
5301,Joseph Morris,James Garcia,Williams-Hernandez,Ho-Jordan,Completely Different,40,42,16,16,0.038
5302,Troy Evans,Joel Bautista,Johnson-Kirby,Daniels Inc,Completely Different,35,40,9,9,0.0
5303,Aaron Ewing,Kelly Walton,Johnson and Sons,Norris-Medina,Completely Different,26,38,26,26,0.042
5304,James Torres,Michael Sweeney,Riley-Schaefer,Foster-Gross,Completely Different,30,33,30,30,0.0
5305,Jack Mills,Samantha Case,Terry-Hernandez,"Robinson, Thompson and King",Completely Different,26,32,26,26,0.0
5306,Lindsay Sullivan,Jason Chang,Williams-Bruce,"White, Long and Mitchell",Completely Different,30,36,15,15,0.0
5307,Andrea Myers,Barbara Whitney,Mckay LLC,Martinez-King,Completely Different,30,33,37,37,0.0
5308,Sarah Salazar,Mary West,"Sanders, Bowers and Ramos",Johnson LLC,Completely Different,27,33,36,36,0.0
5309,Ann Hardin,Cynthia Olsen,"Preston, Smith and Vincent","Allen, Hubbard and Curtis",Completely Different,17,20,17,17,0.0
5310,Emily Brown,Christopher Williams,"Colon, Marquez and Thomas","Brown, Watkins and Orr",Completely Different,13,20,32,32,0.0
5311,Kristen Alvarez,William Oneill,"Mccoy, Brewer and Perkins",Atkinson LLC,Completely Different,21,29,7,7,0.0
5312,Wendy Lara,Michaela Lara,"Weber, Mercado and Miller",Mcdonald Ltd,Completely Different,52,63,52,57,0.25
5313,John Gray,Maureen George,Brooks and Sons,Norris-Jones,Completely Different,35,44,35,35,0.042
5314,Anthony Anderson,Caleb Davis,Cantu LLC,"Mccarthy, Johnson and Phillips",Completely Different,15,21,22,22,0.0
5315,Courtney Crawford,Christopher Joseph,Robinson and Sons,Rogers-Vaughan,Completely Different,23,24,23,23,0.029
5316,Heather Anderson,Jeffrey Clark,Gill LLC,Pacheco-Moore,Completely Different,21,31,28,28,0.0
5317,David Chapman,Katherine Hoover,Reid Ltd,Gill-Bradford,Completely Different,14,23,21,21,0.0
5318,Sydney Welch,Jenna Doyle,Dudley-Garcia,"Scott, Chavez and Leon",Completely Different,17,30,17,17,0.0
5319,Samuel Clark,Annette Parker,Shaw Group,Perry LLC,Completely Different,38,42,31,31,0.037
5320,Brandy Davis,Ryan Williams,Underwood Inc,"Lopez, Donovan and Gregory",Completely Different,40,43,48,48,0.0
5321,Janet Mosley,Cory Smith,Arnold Group,Davis and Sons,Completely Different,9,25,9,9,0.0
5322,Monica Pitts,Brandon Larson,Thompson-Johnson,Armstrong Group,Completely Different,31,36,31,31,0.0
5323,Christina Morris,Zachary Townsend,"Ballard, Walton and Jennings",Acosta Group,Completely Different,25,28,19,19,0.0
5324,Tara Hoover,Brian Fernandez,Knight-Howard,Leach-Cooper,Completely Different,31,36,23,23,0.0
5325,Gary Martinez,Jason Lewis,Walton-Lucero,"Rhodes, Norton and May",Completely Different,25,33,25,25,0.0
5326,Edward Melendez,Nathan Ramos,Jones LLC,Ramirez and Sons,Completely Different,15,17,22,22,0.0
5327,Lisa Jones,Ethan Colon,Bonilla LLC,Reyes LLC,Completely Different,38,44,38,38,0.0
5328,Anthony Erickson,Anthony Williamson,"Hernandez, Gilbert and Garcia",Baird LLC,Completely Different,71,62,71,71,0.385
5329,Jo Mckay,Daniel Carlson,Elliott-Vasquez,Owen-Coleman,Completely Different,9,18,27,27,0.0
5330,Mitchell Bates,Oscar Smith,Moore-Bolton,Butler and Sons,Completely Different,24,27,48,48,0.038
5331,John Solis,Elizabeth Lawson,"Mitchell, Stephens and Oconnor",Wall LLC,Completely Different,23,30,31,31,0.0
5332,Catherine Smith,Leslie David,"Hill, Powell and Jordan","Johnston, Allen and Davis",Completely Different,37,42,30,30,0.0
5333,Eric Dillon,April Cantu,Turner Inc,Bentley-Ortega,Completely Different,36,38,27,27,0.0
5334,Krystal Anderson,Angel Brady,Nelson Group,"Adams, Robinson and Marshall",Completely Different,22,42,30,30,0.074
5335,Logan Wagner,Laura Gross,Davenport-Davis,Tyler and Sons,Completely Different,17,27,26,26,0.042
5336,Lisa Sandoval,Stephanie Smith,Price-Carlson,"Williams, Mahoney and Jones",Completely Different,21,27,36,36,0.036
5337,Benjamin Morrison,Jennifer Johnson,Melendez-Williams,"Mills, Franco and West",Completely Different,42,44,42,42,0.062
5338,Gary Finley,Deborah Kim,Norris-Moody,Davidson Ltd,Completely Different,27,33,9,9,0.0
5339,Kathleen Alexander,Austin Blair,"Braun, Johnson and Ferguson",Saunders Inc,Completely Different,40,42,27,27,0.032
5340,Julia Bowers,Mr. Tim Mosley,Hamilton Inc,"Smith, Cruz and Gonzales",Completely Different,15,24,40,40,0.0
5341,Jennifer Gregory,Andrea Rocha,Burch-Chan,Lewis-Hill,Completely Different,29,29,21,21,0.0
5342,Laurie Garcia,John Mccormick,Robinson Inc,Carter-Chandler,Completely Different,22,30,15,15,0.0
5343,Mark Bridges,Jerry Perez,Rhodes-Maldonado,"Combs, Rodriguez and Roberts",Completely Different,35,14,26,26,0.0
5344,Thomas Brown,Natalie Montes,Jackson Ltd,Chen-Gonzalez,Completely Different,15,22,38,38,0.0
5345,George Nguyen,Amanda Whitehead,Schmitt LLC,"Brown, Perez and Gonzalez",Completely Different,14,21,14,14,0.0
5346,Michael Jones,Hayley Hampton,Mitchell Inc,Foster-Patel,Completely Different,37,38,44,44,0.0
5347,Brandon Johnson,Brian Collins,Lopez-Bennett,Park-Jackson,Completely Different,50,62,50,50,0.074
5348,Robert Williams,Jillian Blake,Smith-Ramos,Cunningham-Peters,Completely Different,36,48,57,57,0.111
5349,Matthew Torres,Mary Brown,"Harris, Miller and Marquez",Crosby Inc,Completely Different,25,40,25,25,0.083
5350,Desiree Hartman,Shannon Elliott,Wood-Baker,"King, Anderson and Johnson",Completely Different,13,13,33,33,0.0
5351,Zachary Gonzalez,Karen Rhodes,Thomas Inc,"Fuller, Wilcox and Singleton",Completely Different,36,25,14,14,0.0
5352,Danielle Lee,Caitlyn Johnson,Burns and Sons,Banks-Sampson,Completely Different,22,25,22,22,0.0
5353,William Myers,Stephanie Cox,"Gregory, Kelly and Chavez","Wilcox, Garcia and Glover",Completely Different,15,20,15,15,0.0
5354,Janice Harris,Tracy Jackson,"Peters, Bennett and King","Lyons, Stevens and Johnson",Completely Different,23,30,31,31,0.077
5355,Ellen Rodriguez,Rebecca Harmon,Shannon Inc,Haas-Rich,Completely Different,14,17,28,28,0.033
5356,Victoria Mccullough,Charles Rollins,Dickson and Sons,Collier LLC,Completely Different,18,28,24,24,0.0
5357,Laura Woods,Hunter Freeman,Flynn Ltd,"Cline, Smith and Walters",Completely Different,8,14,24,24,0.0
5358,Mary Davis,Edward Pierce,"Clarke, Cook and Young","Owens, Chandler and Anderson",Completely Different,35,40,26,26,0.0
5359,Richard Davis,Jacqueline Santana,Scott and Sons,"Wallace, Mooney and Chen",Completely Different,19,24,26,26,0.0
5360,Julian Warren,Diana Dougherty,Thomas-Arroyo,Khan Inc,Completely Different,36,38,36,36,0.036
5361,Isabel Holloway,Jessica Cameron,Gonzalez Inc,Blair and Sons,Completely Different,27,28,13,13,0.0
5362,Heather Long,Sherry Ortiz,Reese PLC,Reynolds Group,Completely Different,33,33,33,33,0.04
5363,Mathew Harris,Vicki Wright,Jacobs PLC,Soto and Sons,Completely Different,24,27,24,24,0.0
5364,James Green,Ashley Alvarez,Leach-Martin,Anderson-Robles,Completely Different,24,38,24,24,0.0
5365,Damon Dennis,Michael Cummings,Gillespie-Bentley,"Adams, Brewer and Holmes",Completely Different,29,33,14,14,0.0
5366,Charles Lewis,Ashley Mccarthy,"Chang, Morton and Taylor","Baxter, Calderon and Day",Completely Different,21,23,21,21,0.0
5367,Todd Cisneros,Daniel Wade,"Wilson, Olson and Chandler",Willis Ltd,Completely Different,17,22,33,33,0.0
5368,Marcus Wright,Elizabeth Nelson,"Moran, Bell and Anderson",Smith LLC,Completely Different,14,15,14,14,0.0
5369,Matthew Roy,Deborah Ware,"Davis, Coleman and Carter",Williams-Hodge,Completely Different,26,32,26,26,0.0
5370,James Edwards,Cole Mora,Chavez-Williams,Thomas LLC,Completely Different,9,33,18,18,0.0
5371,Michael Anderson,Emily Turner,White Group,Hanson-Willis,Completely Different,43,50,21,21,0.0
5372,Robert Rhodes,Matthew Mclean,Perry-Bailey,Oconnell PLC,Completely Different,22,24,30,30,0.0
5373,Susan Christian,Teresa Dorsey,"Mason, Deleon and Lynch",Reid-Medina,Completely Different,36,38,36,36,0.0
5374,Emily Lee,Michele Foster,Dunn-Mitchell,Sanchez Group,Completely Different,35,33,43,43,0.0
5375,Austin Gordon,Lisa Monroe,Klein-Lopez,Alvarado Ltd,Completely Different,33,38,33,33,0.0
5376,Joseph Bell,Brandon Garrison MD,Weber Ltd,"Simmons, Norris and Duffy",Completely Different,20,21,20,20,0.033
5377,Thomas Daugherty,Jennifer Tucker,Martinez Ltd,Roy Group,Completely Different,13,16,26,26,0.032
5378,Leslie Brown,Lisa Pacheco,Edwards PLC,Barr-York,Completely Different,25,25,25,25,0.04
5379,Theresa Nelson,Holly Downs,Poole Inc,Marshall PLC,Completely Different,8,29,16,16,0.0
5380,Andrea Raymond,Sherry Martin,Adkins-Turner,"Reed, White and Williams",Completely Different,7,26,37,37,0.0
5381,Brian Mcdaniel,David Peterson,"Zimmerman, Sharp and Smith","Eaton, Rios and Wong",Completely Different,14,21,21,21,0.0
5382,Wendy Lee,Justin Gregory,"Robinson, Cannon and Oliver",Jones Group,Completely Different,17,29,26,26,0.0
5383,Jerry Cooper,Rachel Adams,Stark and Sons,Howell-Carter,Completely Different,17,19,17,17,0.0
5384,Brian Rojas,Joseph Thomas,Jones PLC,"Brewer, Phillips and Martin",Completely Different,33,36,33,33,0.04
5385,Brittany Brady,Holly Ramos,Khan Ltd,Stanley and Sons,Completely Different,24,29,16,16,0.0
5386,Terry Anderson,Christopher Miller,"Martinez, Bell and Douglas",Cantrell-Contreras,Completely Different,31,42,31,31,0.0
5387,Christopher Alvarez,Richard Thompson,"Stevenson, Scott and Harris",Yates Inc,Completely Different,17,25,34,34,0.0
5388,Debra Garrett,Kenneth Johnson,"Marsh, Hunter and Johnson","Mullen, Meyer and Coleman",Completely Different,21,23,21,21,0.0
5389,Mark Rhodes,Alexis Padilla,"Foster, Hull and Rocha",Lawson LLC,Completely Different,16,22,24,24,0.0
5390,Richard Munoz,Jennifer Kerr,"Brown, Rivera and Hall",Thomas-Brown,Completely Different,23,26,31,31,0.0
5391,Richard Baldwin,Renee Robinson,Cantrell Ltd,"Anderson, Dawson and Torres",Completely Different,28,24,21,21,0.034
5392,Stephanie Hamilton,Morgan Malone,"Morton, Obrien and Mitchell","Roth, Allison and Moses",Completely Different,45,54,45,45,0.0
5393,Joshua Galloway,Ivan Lopez,Owens-Black,Zhang-Jones,Completely Different,8,30,24,24,0.0
5394,Thomas Chavez,Kellie Lopez,Bryant LLC,Thompson Inc,Completely Different,24,25,16,16,0.038
5395,Robert Scott,Tracy Guerrero,Martin Group,King-Burns,Completely Different,23,29,31,31,0.0
5396,Leah Johnson,Stacey Lopez PhD,Cox-Foster,Russell-Winters,Completely Different,21,29,29,29,0.034
5397,Elizabeth Sanchez,Stephen Simpson,"Chapman, Thomas and Bowman","Cox, Holmes and White",Completely Different,31,27,31,31,0.031
5398,William Fischer,Kelly Neal,Fisher-Evans,"Stone, Wallace and Richardson",Completely Different,24,30,32,32,0.0
5399,Brittany Martinez,Shawn Herrera,Robinson-Anderson,"Preston, Snyder and Jones",Completely Different,13,31,20,20,0.0
5400,Brandon Ferguson,Bradley Soto,Page PLC,Flores-Larson,Completely Different,43,42,50,50,0.115
5401,Rhonda Cox,Tony Anderson,Adams PLC,"Bailey, Payne and Long",Completely Different,35,30,26,26,0.0
5402,Michael Greer,Bryan Perry,"Roberson, Barker and Walter","Koch, Gray and Hill",Completely Different,33,38,25,25,0.0
5403,Matthew Allen,Theresa Weaver,Lewis Inc,Green-Collins,Completely Different,30,31,30,30,0.036
5404,Joshua Larson,Mr. Timothy Schmidt,Acevedo PLC,Nguyen PLC,Completely Different,19,23,13,13,0.0
5405,Amanda Greene,Ryan Graham,"Adkins, Fuentes and Bush",Meyers and Sons,Completely Different,42,45,33,33,0.083
5406,Jennifer Torres,Joseph Rivera,"Baker, Wang and Flores","Griffin, Matthews and Alvarez",Completely Different,36,38,36,36,0.034
5407,Adam Jensen,Sabrina Garcia,"Rogers, Curry and Cohen",Warren-Wagner,Completely Different,16,18,32,32,0.0
5408,Diane Barrett,Joshua Collins,Graves-Shaffer,"Clark, Leach and Kim",Completely Different,15,24,7,7,0.0
5409,Randy Andrews,Joshua Smith,Guzman-Smith,Avila PLC,Completely Different,16,13,16,16,0.0
5410,Danielle King,Deborah Santana,"Holt, Ross and Mcconnell","Williams, Bell and Gallegos",Completely Different,29,30,29,29,0.034
5411,Cassie Bell,Daisy Knight,Miller PLC,Vaughan Group,Completely Different,26,27,17,17,0.0
5412,Kimberly Sullivan,Jason Miles,Norris-House,Hoover and Sons,Completely Different,14,29,21,21,0.0
5413,Margaret Wilcox,Diana Crawford MD,Woods-Flores,Williams-Woods,Completely Different,6,12,6,6,0.03
5414,James Armstrong,James Collier,Torres-Ramirez,Bradley-Thomas,Completely Different,50,54,50,56,0.25
5415,Nancy Santiago,Paula Brown,Chandler-Oliver,"Poole, Ray and Coleman",Completely Different,16,30,24,24,0.0
5416,Cindy Cantu,Laurie Klein,Hall Inc,Davis-Carroll,Completely Different,17,29,17,17,0.0
5417,Lisa Walker,Joy Brock,"Martinez, Dixon and Hinton",Taylor-Smith,Completely Different,20,22,10,10,0.0
5418,Jessica Johnson,Ronald Edwards,Moreno-Jenkins,Edwards-Hall,Completely Different,14,24,34,34,0.0
5419,Adrian Murray,Zachary Guerrero,"Cline, Barnes and Parsons","Reyes, Marshall and Smith",Completely Different,34,38,34,34,0.0
5420,Christina Hall,Kenneth Martinez,"Wu, Guerra and Evans",Phillips-Blanchard,Completely Different,33,42,33,33,0.032
5421,Brittany James,Patrick Cruz,"Wright, Krause and Mathews","Roy, Campbell and Baker",Completely Different,23,25,15,15,0.0
5422,Betty Williams,Noah Osborn,"White, Pittman and Jordan",Jordan-Green,Completely Different,16,25,8,8,0.0
5423,Kenneth Woods,Anita Warren,"Freeman, Kramer and Higgins","Brewer, Smith and Gates",Completely Different,16,35,16,16,0.038
5424,Brandon Kennedy,Gabriel Castro,"Horn, Carrillo and Griffin","Mann, Howard and Navarro",Completely Different,21,14,21,21,0.0
5425,Ashley Browning,Kirsten Horton,Jacobs-Murphy,Arnold and Sons,Completely Different,41,22,21,21,0.0
5426,Robert Avila,Shane Thompson,Willis-Hurst,Wright Ltd,Completely Different,8,11,23,23,0.0
5427,Timothy Manning,James Rose Jr.,Gordon-Mejia,Brock-Campbell,Completely Different,21,10,21,21,0.0
5428,Edward Brandt,James Alvarez,Smith-Phillips,"Jones, Taylor and George",Completely Different,15,20,23,23,0.0
5429,Wendy Taylor,Betty Perez,Gonzalez-Delgado,Davis Ltd,Completely Different,35,36,35,35,0.0
5430,Sarah Wells,James Nixon,Black Group,"Berry, Castro and Nelson",Completely Different,18,18,18,18,0.0
5431,Brenda Flores,Lynn Taylor,"Duarte, Williams and Irwin",Schultz Ltd,Completely Different,42,45,42,42,0.04
5432,Carol Anderson,Amber Leonard,"Brown, Bowers and Coleman","Swanson, Chavez and Schultz",Completely Different,22,48,52,52,0.036
5433,Mary Davis,Robert Carlson,"Martin, Miller and Navarro",Johnson-Johnson,Completely Different,25,35,17,17,0.0
5434,Sharon Dean,Ann Garza,Jones-Smith,"Fisher, Kim and Molina",Completely Different,30,38,50,50,0.0
5435,Tyler Fletcher,Lauren Cox,Valencia LLC,"Richards, Jackson and Cruz",Completely Different,17,20,17,17,0.0
